aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response
,,,,,,CLE,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLE&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,940.0,1.0,10.0,<Response [200]>
,,,,,,DTW,,,,,BDL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=BDL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,930.0,1.0,10.0,<Response [200]>
,,,,,,PTY,,,,,SJO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PTY&origin=SJO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,965.0,1.0,10.0,<Response [200]>
,,,,,,SJC,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJC&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,936.0,1.0,10.0,<Response [200]>
,,,,,,MSP,,,,,EWR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=EWR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,902.0,1.0,10.0,<Response [200]>
,,,,,,EYW,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EYW&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,967.0,1.0,10.0,<Response [200]>
,,,,,,SEA,,,,,SMF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=SMF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,913.0,1.0,10.0,<Response [200]>
,,,,,,BOI,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOI&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,996.0,1.0,10.0,<Response [200]>
,,,,,,SEA,,,,,GEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=GEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,977.0,1.0,10.0,<Response [200]>
,,,,,,ATL,,,,,BUF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=BUF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,984.0,1.0,10.0,<Response [200]>
,,,,,,SEA,,,,,BOI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=BOI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,998.0,1.0,10.0,<Response [200]>
,,,,,,DFW,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DFW&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,972.0,1.0,10.0,<Response [200]>
,,,,,,ATL,,,,,GRR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=GRR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,961.0,1.0,10.0,<Response [200]>
,,,,,,BOS,,,,,RIC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=RIC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,909.0,1.0,10.0,<Response [200]>
,,,,,,GRR,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRR&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,985.0,1.0,10.0,<Response [200]>
,,,,,,EWR,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=EWR&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,992.0,1.0,10.0,<Response [200]>
,,,,,,ORD,,,,,LGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORD&origin=LGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,983.0,1.0,10.0,<Response [200]>
,,,,,,AUS,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AUS&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,944.0,1.0,10.0,<Response [200]>
,,,,,,ALB,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ALB&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,904.0,1.0,10.0,<Response [200]>
,,,,,,CDG,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,992.0,1.0,10.0,<Response [200]>
,,,,,,CMN,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CMN&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,979.0,1.0,10.0,<Response [200]>
,,,,,,PHX,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PHX&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,939.0,1.0,10.0,<Response [200]>
,,,,,,PIT,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PIT&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,946.0,1.0,10.0,<Response [200]>
,,,,,,CDG,,,,,CMN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=CMN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,981.0,1.0,10.0,<Response [200]>
,,,,,,SMF,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SMF&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,874.0,1.0,11.0,<Response [200]>
,,,,,,GSP,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GSP&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,837.0,1.0,11.0,<Response [200]>
,,,,,,JFK,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,853.0,1.0,11.0,<Response [200]>
,,,,,,MEX,,,,,CUU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=CUU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,844.0,1.0,11.0,<Response [200]>
,,,,,,ATL,,,,,DSM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=DSM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,877.0,1.0,11.0,<Response [200]>
,,,,,,ATL,,,,,EYW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=EYW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,852.0,1.0,11.0,<Response [200]>
,,,,,,ATL,,,,,ROC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=ROC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,849.0,1.0,11.0,<Response [200]>
,,,,,,DAD,,,,,HAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DAD&origin=HAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,895.0,1.0,11.0,<Response [200]>
,,,,,,DEN,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,807.0,1.0,11.0,<Response [200]>
,,,,,,JFK,,,,,SYR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=SYR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,885.0,1.0,11.0,<Response [200]>
,,,,,,GRR,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRR&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,827.0,1.0,11.0,<Response [200]>
,,,,,,AUS,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AUS&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,868.0,1.0,11.0,<Response [200]>
,,,,,,SLC,,,,,ONT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=ONT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,886.0,1.0,11.0,<Response [200]>
,,,,,,CHS,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CHS&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,865.0,1.0,11.0,<Response [200]>
,,,,,,MSP,,,,,GRR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=GRR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,856.0,1.0,11.0,<Response [200]>
,,,,,,ATL,,,,,TUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=TUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,822.0,1.0,11.0,<Response [200]>
,,,,,,IND,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IND&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,815.0,1.0,11.0,<Response [200]>
,,,,,,RIC,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIC&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,830.0,1.0,11.0,<Response [200]>
,,,,,,BHM,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BHM&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,850.0,1.0,11.0,<Response [200]>
,,,,,,OMA,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OMA&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,894.0,1.0,11.0,<Response [200]>
,,,,,,LAX,,,,,SMF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=SMF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,822.0,1.0,11.0,<Response [200]>
,,,,,,LGA,,,,,ORD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LGA&origin=ORD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,893.0,1.0,11.0,<Response [200]>
,,,,,,DTW,,,,,ORF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=ORF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,824.0,1.0,11.0,<Response [200]>
,,,,,,DEN,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,882.0,1.0,11.0,<Response [200]>
,,,,,,ORD,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORD&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,832.0,1.0,11.0,<Response [200]>
,,,,,,SJO,,,,,PTY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJO&origin=PTY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,894.0,1.0,11.0,<Response [200]>
,,,,,,DJE,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DJE&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,861.0,1.0,11.0,<Response [200]>
,,,,,,CDG,,,,,TLV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=TLV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,838.0,1.0,11.0,<Response [200]>
,,,,,,ORY,,,,,DJE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=DJE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,883.0,1.0,11.0,<Response [200]>
,,,,,,MSP,,,,,SNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=SNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,844.0,1.0,11.0,<Response [200]>
,,,,,,TLV,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TLV&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,852.0,1.0,11.0,<Response [200]>
,,,,,,SAN,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SAN&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,895.0,1.0,11.0,<Response [200]>
,,,,,,CGK,,,,,DPS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CGK&origin=DPS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,825.0,1.0,11.0,<Response [200]>
,,,,,,DLH,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DLH&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,831.0,1.0,11.0,<Response [200]>
,,,,,,MSP,,,,,FLL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=FLL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,884.0,1.0,11.0,<Response [200]>
,,,,,,SIN,,,,,SYD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SIN&origin=SYD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,9.0,822.0,1.0,11.0,<Response [200]>
,,,,,,MLB,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MLB&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,768.0,1.0,12.0,<Response [200]>
,,,,,,SIN,,,,,CGK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SIN&origin=CGK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,770.0,1.0,12.0,<Response [200]>
,,,,,,PWM,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PWM&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,799.0,1.0,12.0,<Response [200]>
,,,,,,JFK,,,,,PBI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=PBI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,730.0,1.0,12.0,<Response [200]>
,,,,,,MEX,,,,,VER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=VER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,772.0,1.0,12.0,<Response [200]>
,,,,,,PBI,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PBI&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,707.0,1.0,12.0,<Response [200]>
,,,,,,JED,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JED&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,725.0,1.0,12.0,<Response [200]>
,,,,,,JFK,,,,,PWM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=PWM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,793.0,1.0,12.0,<Response [200]>
,,,,,,DTW,,,,,MDW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=MDW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,737.0,1.0,12.0,<Response [200]>
,,,,,,KWI,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KWI&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,764.0,1.0,12.0,<Response [200]>
,,,,,,DTW,,,,,MEM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=MEM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,795.0,1.0,12.0,<Response [200]>
,,,,,,DTW,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,771.0,1.0,12.0,<Response [200]>
,,,,,,SAV,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SAV&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,733.0,1.0,12.0,<Response [200]>
,,,,,,ATL,,,,,CUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,775.0,1.0,12.0,<Response [200]>
,,,,,,DSM,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DSM&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,772.0,1.0,12.0,<Response [200]>
,,,,,,DSM,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DSM&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,719.0,1.0,12.0,<Response [200]>
,,,,,,TPA,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPA&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,705.0,1.0,12.0,<Response [200]>
,,,,,,MCT,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MCT&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,742.0,1.0,12.0,<Response [200]>
,,,,,,CDG,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,771.0,1.0,12.0,<Response [200]>
,,,,,,SAW,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SAW&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,798.0,1.0,12.0,<Response [200]>
,,,,,,ATL,,,,,NAS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=NAS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,772.0,1.0,12.0,<Response [200]>
,,,,,,LAX,,,,,DFW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=DFW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,771.0,1.0,12.0,<Response [200]>
,,,,,,AMS,,,,,SAW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=SAW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,796.0,1.0,12.0,<Response [200]>
,,,,,,ATL,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,779.0,1.0,12.0,<Response [200]>
,,,,,,BAH,,,,,AUH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BAH&origin=AUH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,744.0,1.0,12.0,<Response [200]>
,,,,,,MEX,,,,,OAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=OAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,8.0,778.0,1.0,12.0,<Response [200]>
,,,,,,ATW,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATW&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,648.0,1.0,14.0,<Response [200]>
,,,,,,AGA,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AGA&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,686.0,1.0,14.0,<Response [200]>
,,,,,,YYZ,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYZ&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,612.0,1.0,14.0,<Response [200]>
,,,,,,ORY,,,,,AGA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=AGA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,690.0,1.0,14.0,<Response [200]>
,,,,,,LAX,,,,,MCO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=MCO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,686.0,1.0,14.0,<Response [200]>
,,,,,,JFK,,,,,CHS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=CHS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,692.0,1.0,14.0,<Response [200]>
,,,,,,MSP,,,,,DSM,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=DSM&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,693.0,1.0,14.0,<Response [200]>
,,,,,,RAK,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RAK&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,639.0,1.0,14.0,<Response [200]>
,,,,,,GRB,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRB&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,648.0,1.0,14.0,<Response [200]>
,,,,,,SYD,,,,,SIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SYD&origin=SIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,663.0,1.0,14.0,<Response [200]>
,,,,,,HND,,,,,KMQ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HND&origin=KMQ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,608.0,1.0,14.0,<Response [200]>
,,,,,,CDG,,,,,RAK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=RAK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,645.0,1.0,14.0,<Response [200]>
,,,,,,DTW,,,,,BWI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=BWI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,682.0,1.0,14.0,<Response [200]>
,,,,,,MEX,,,,,BJX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=BJX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,669.0,1.0,14.0,<Response [200]>
,,,,,,ATL,,,,,PVD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=PVD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,646.0,1.0,14.0,<Response [200]>
,,,,,,TUS,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TUS&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,696.0,1.0,14.0,<Response [200]>
,,,,,,GRB,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GRB&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,654.0,1.0,14.0,<Response [200]>
,,,,,,ATL,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,615.0,1.0,14.0,<Response [200]>
,,,,,,CDG,,,,,DXB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=DXB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,611.0,1.0,14.0,<Response [200]>
,,,,,,CDG,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,612.0,1.0,14.0,<Response [200]>
,,,,,,CDG,,,,,RBA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=RBA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,629.0,1.0,14.0,<Response [200]>
,,,,,,RST,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RST&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,683.0,1.0,14.0,<Response [200]>
,,,,,,ATL,,,,,LHR,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=LHR&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,7.0,611.0,1.0,14.0,<Response [200]>
